# gitter v1.1 data file generated on Fri Oct 09 10:06:21 2015
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
29	6	0	NA	
29	7	460	0.9457	S
29	8	351	0.9393	
29	9	320	0.9731	
29	10	317	0.9466	
29	11	348	0.9313	
29	12	389	0.9666	
29	13	415	0.9184	
29	14	407	0.9355	
29	15	389	0.9601	
29	16	333	0.9065	
29	17	425	0.9768	
29	18	460	0.966	
29	19	374	0.9771	
29	20	390	0.9317	
29	21	441	0.9759	
29	22	439	0.9566	
29	23	336	0.9374	
29	24	354	0.9805	
29	25	392	0.9972	
29	26	400	0.9492	
29	27	138	1.021	
29	28	137	0.9854	
29	29	407	0.9789	
29	30	395	0.9749	
29	31	381	0.9314	
29	32	381	0.9251	
29	33	382	0.9492	
29	34	472	0.9225	
29	35	0	NA	
29	36	0	NA	
29	37	475	0.968	
29	38	415	0.9692	
29	39	421	0.974	
29	40	433	0.9797	
29	41	412	0.892	
29	42	407	0.9882	
29	43	414	0.9162	
29	44	414	0.9668	
29	45	407	0.9149	
29	46	475	0.9284	
29	47	388	0.831	
29	48	471	0.9342	
30	1	0	NA	
30	2	0	NA	
30	3	612	0.9285	S
30	4	627	0.9815	S
30	5	0	NA	
30	6	0	NA	
30	7	561	0.8782	S
30	8	465	0.9279	S
30	9	401	0.9278	
30	10	419	0.9631	
30	11	406	0.9699	
30	12	394	0.8856	
30	13	418	0.9762	
30	14	461	0.9477	
30	15	399	0.9318	
30	16	391	0.9341	
30	17	468	0.9339	
30	18	457	0.9395	
30	19	406	0.9481	
30	20	425	0.9261	
30	21	482	0.9822	
30	22	449	0.9429	
30	23	382	0.9651	
30	24	331	0.9811	
30	25	469	0.9302	
30	26	484	0.9323	
30	27	154	0.9823	
30	28	167	1.0005	
30	29	421	0.9613	
30	30	448	0.9914	
30	31	295	0.8744	
30	32	278	0.9802	
30	33	438	0.9198	
30	34	397	0.9798	
30	35	0	NA	
30	36	0	NA	
30	37	336	0.9374	
30	38	458	0.914	
30	39	466	0.964	
30	40	449	0.9634	
30	41	423	0.9723	
30	42	464	0.9539	
30	43	466	0.9108	
30	44	470	0.9322	S
30	45	513	0.9682	S
30	46	524	0.9111	
30	47	481	0.9458	S
30	48	485	0.8772	S
31	1	0	NA	
31	2	0	NA	
31	3	0	NA	
31	4	0	NA	
31	5	0	NA	
31	6	0	NA	
31	7	0	NA	
31	8	0	NA	
31	9	0	NA	
31	10	0	NA	
31	11	0	NA	
31	12	0	NA	
31	13	0	NA	
31	14	0	NA	
31	15	0	NA	
31	16	0	NA	
31	17	0	NA	
31	18	0	NA	
31	19	0	NA	
31	20	0	NA	
31	21	0	NA	
31	22	0	NA	
31	23	0	NA	
31	24	0	NA	
31	25	0	NA	
31	26	0	NA	
31	27	0	NA	
31	28	0	NA	
31	29	0	NA	
31	30	0	NA	
31	31	0	NA	
31	32	0	NA	
31	33	0	NA	
31	34	0	NA	
31	35	0	NA	
31	36	0	NA	
31	37	0	NA	
31	38	0	NA	
31	39	0	NA	
31	40	0	NA	
31	41	0	NA	
31	42	0	NA	
31	43	0	NA	
31	44	0	NA	
31	45	0	NA	
31	46	0	NA	
31	47	0	NA	
31	48	0	NA	
32	1	0	NA	
32	2	0	NA	
32	3	0	NA	
32	4	0	NA	
32	5	0	NA	
32	6	0	NA	
32	7	0	NA	
32	8	0	NA	
32	9	0	NA	
32	10	0	NA	
32	11	0	NA	
32	12	0	NA	
32	13	0	NA	
32	14	0	NA	
32	15	0	NA	
32	16	0	NA	
32	17	0	NA	
32	18	0	NA	
32	19	0	NA	
32	20	0	NA	
32	21	0	NA	
32	22	0	NA	
32	23	0	NA	
32	24	0	NA	
32	25	0	NA	
32	26	0	NA	
32	27	0	NA	
32	28	0	NA	
32	29	0	NA	
32	30	0	NA	
32	31	0	NA	
32	32	0	NA	
32	33	0	NA	
32	34	0	NA	
32	35	0	NA	
32	36	0	NA	
32	37	0	NA	
32	38	0	NA	
32	39	0	NA	
32	40	0	NA	
32	41	0	NA	
32	42	0	NA	
32	43	0	NA	
32	44	0	NA	
32	45	0	NA	
32	46	0	NA	
32	47	0	NA	
32	48	0	NA	
