# gitter v1.1 data file generated on Fri Oct 09 10:06:16 2015
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
27	1	0	NA	
27	2	0	NA	
27	3	438	0.8687	
27	4	391	0.8789	
27	5	0	NA	
27	6	0	NA	
27	7	350	0.8842	
27	8	338	0.8342	
27	9	121	0.8603	
27	10	130	0.8292	
27	11	374	0.8734	
27	12	301	0.8763	
27	13	300	0.8518	
27	14	324	0.904	
27	15	243	0.9172	
27	16	259	0.8234	
27	17	0	NA	
27	18	0	NA	
27	19	366	0.9794	
27	20	365	0.9767	
27	21	278	1.008	
27	22	291	0.8323	
27	23	319	1.0064	
27	24	318	0.9849	
27	25	0	NA	
27	26	0	NA	
27	27	290	0.9394	
27	28	270	0.8913	
27	29	302	0.9353	
27	30	302	0.9353	
27	31	232	0.9283	
27	32	235	0.9322	
27	33	0	NA	
27	34	0	NA	
27	35	0	NA	
27	36	0	NA	
27	37	0	NA	
27	38	0	NA	
27	39	435	0.9565	
27	40	418	0.9762	
27	41	0	NA	
27	42	0	NA	
27	43	307	0.9868	
27	44	311	0.9054	
27	45	0	NA	
27	46	0	NA	
27	47	391	0.852	
27	48	466	0.9243	
28	1	0	NA	
28	2	0	NA	
28	3	457	0.8383	
28	4	405	0.8635	
28	5	0	NA	
28	6	0	NA	
28	7	378	0.9393	
28	8	371	0.821	
28	9	109	0.9019	
28	10	123	1.0052	
28	11	370	0.7383	
28	12	316	0.8118	
28	13	296	0.9411	
28	14	307	0.8781	
28	15	250	0.9248	
28	16	247	1.0093	
28	17	0	NA	
28	18	0	NA	
28	19	378	0.9178	
28	20	347	0.9065	
28	21	251	0.8679	
28	22	273	0.8152	
28	23	329	0.8595	
28	24	344	0.9365	
28	25	0	NA	
28	26	0	NA	
28	27	300	0.9054	
28	28	273	1.0099	
28	29	303	0.9815	
28	30	308	0.8967	
28	31	202	0.8883	
28	32	234	0.9282	
28	33	0	NA	
28	34	0	NA	
28	35	0	NA	
28	36	0	NA	
28	37	0	NA	
28	38	0	NA	
28	39	375	0.9633	
28	40	375	0.7709	
28	41	0	NA	
28	42	0	NA	
28	43	317	1.0269	
28	44	327	0.9944	
28	45	0	NA	
28	46	0	NA	
28	47	406	0.8657	S
28	48	527	0.8516	S
29	1	191	0.8218	
29	2	278	0.9802	
29	3	430	0.8709	
29	4	381	0.8302	
29	5	354	0.9094	
29	6	376	0.8923	
29	7	0	NA	
29	8	0	NA	
29	9	367	0.9272	
29	10	346	0.9653	
29	11	292	0.9903	
29	12	276	0.8941	
29	13	296	0.8404	
29	14	296	0.8554	
29	15	300	0.9291	
29	16	292	0.9903	
29	17	396	0.8444	
29	18	395	0.8741	
29	19	297	0.9621	
29	20	313	0.9046	
29	21	187	0.9081	
29	22	174	1.0315	
29	23	319	0.9287	
29	24	331	0.8362	
29	25	99	0.984	
29	26	110	1.0442	
29	27	270	0.9085	
29	28	257	0.8325	
29	29	218	0.9296	
29	30	238	0.9169	
29	31	237	0.9483	
29	32	263	0.9729	
29	33	112	0.8286	
29	34	127	0.9785	
29	35	0	NA	
29	36	0	NA	
29	37	310	0.7832	
29	38	313	0.7908	
29	39	346	0.7953	
29	40	335	0.9346	
29	41	368	0.8403	
29	42	364	0.8838	
29	43	277	0.9847	
29	44	300	0.9123	
29	45	374	0.8734	
29	46	438	0.8871	
29	47	0	NA	
29	48	0	NA	
30	1	179	0.9513	
30	2	236	0.9643	
30	3	403	0.7877	
30	4	410	0.8013	
30	5	380	0.9165	
30	6	382	0.9275	
30	7	0	NA	
30	8	0	NA	
30	9	347	0.8914	
30	10	364	0.9741	
30	11	315	0.9938	
30	12	320	0.8928	
30	13	324	0.8381	
30	14	297	0.9442	
30	15	244	0.8847	
30	16	278	0.9802	
30	17	341	0.8971	
30	18	375	0.8757	
30	19	290	1.0028	
30	20	294	0.9705	
30	21	178	0.9236	
30	22	177	1.0231	
30	23	297	0.937	
30	24	320	1.0095	
30	25	106	0.9323	
30	26	99	0.9397	
30	27	255	0.8045	
30	28	261	1.0141	
30	29	219	0.8949	
30	30	225	0.9895	
30	31	230	0.8755	
30	32	272	0.9405	
30	33	125	0.7974	
30	34	129	0.9278	
30	35	0	NA	
30	36	0	NA	
30	37	352	0.942	
30	38	324	0.867	
30	39	338	0.9202	
30	40	333	0.9624	
30	41	359	0.807	
30	42	342	0.8847	
30	43	295	0.8525	
30	44	290	0.8819	
30	45	363	0.8672	
30	46	450	0.9309	
30	47	0	NA	
30	48	0	NA	
31	1	483	0.8447	
31	2	437	0.9177	
31	3	408	0.9378	
31	4	388	0.9735	
31	5	0	NA	
31	6	0	NA	
31	7	424	0.918	
31	8	359	0.8776	
31	9	304	0.9175	
31	10	313	0.8733	
31	11	331	0.9076	
31	12	374	0.8875	
31	13	0	NA	
31	14	0	NA	
31	15	345	0.997	
31	16	310	0.8738	
31	17	245	0.9519	
31	18	210	1.0296	
31	19	231	0.8376	
31	20	201	0.9326	
31	21	265	0.9163	
31	22	285	0.9232	
31	23	346	0.9259	
31	24	298	0.8314	
31	25	49	1.0271	
31	26	41	0.9974	
31	27	297	0.9804	
31	28	298	0.8676	
31	29	286	0.9889	
31	30	264	0.8954	
31	31	325	0.8021	
31	32	379	0.8711	
31	33	0	NA	
31	34	0	NA	
31	35	399	0.9688	
31	36	417	0.9228	
31	37	0	NA	
31	38	0	NA	
31	39	385	0.989	
31	40	347	0.8914	
31	41	0	NA	
31	42	0	NA	
31	43	386	0.8411	
31	44	383	0.9362	
31	45	0	NA	
31	46	0	NA	
31	47	522	0.9203	S
31	48	615	0.7845	S
32	1	535	0.9051	
32	2	456	0.8247	
32	3	436	0.9076	
32	4	396	0.8763	
32	5	0	NA	
32	6	0	NA	
32	7	456	0.9044	
32	8	389	0.9536	
32	9	371	0.8339	
32	10	309	0.8621	
32	11	359	0.9675	
32	12	424	0.918	
32	13	0	NA	
32	14	0	NA	
32	15	464	0.8757	
32	16	403	0.8336	
32	17	347	0.8767	
32	18	329	0.8804	
32	19	366	0.9794	
32	20	363	0.9171	
32	21	368	0.8326	
32	22	379	0.9736	
32	23	433	0.9435	
32	24	472	0.9281	
32	25	132	0.8114	
32	26	130	0.9732	
32	27	465	0.9088	
32	28	435	0.881	
32	29	421	0.9377	
32	30	378	0.806	
32	31	446	0.8468	
32	32	492	0.8555	
32	33	0	NA	
32	34	0	NA	
32	35	571	0.8294	
32	36	541	0.8314	
32	37	0	NA	
32	38	0	NA	
32	39	507	0.8745	
32	40	466	0.8848	
32	41	0	NA	
32	42	0	NA	
32	43	461	0.901	
32	44	492	0.7846	
32	45	0	NA	
32	46	0	NA	
32	47	569	0.8792	
32	48	571	0.9477	S
